resp_id,wfh_expect,Job_Clerical or administrative support,"Job_Manufacturing, construction, maintenance, or farming","Job_Professional, managerial, or technical",Job_Sales or service,Workload_increased,Workload_decreased,Increased_productivity,Decreased_productivity,hhveh_harm,age,gender,Number_bedrooms,Race_white,Gradutae_degree,High_income(LessThan_100K),More_income(LMoreThan_35K)
2891,No,0,0,0,1,0,0,0,0,1,56,0,4,0,0,0,0
2899,Yes,0,0,0,1,0,0,0,0,1,61,0,1,1,1,0,0
2900,Yes,0,0,1,0,1,0,1,0,2,38,1,3,0,1,0,1
2903,No,0,0,0,1,0,0,0,0,2,57,1,3,1,0,0,0
2918,Yes,0,0,0,1,0,0,0,0,2,71,1,4,1,1,0,1
2921,No,0,0,0,1,0,0,0,0,2,23,1,2,1,0,1,0
2922,Yes,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0
2927,No,0,0,1,0,0,0,0,0,2,31,0,2,1,0,0,0
2930,No,0,0,0,1,0,0,0,0,2,37,0,2,1,0,0,0
2936,No,0,0,0,0,0,0,0,0,0,45,0,2,0,0,1,0
2940,No,0,0,1,0,1,0,1,0,1,58,0,2,1,0,0,0
2947,No,0,0,0,1,0,1,0,1,1,64,0,3,1,0,0,0
2953,No,0,0,0,1,0,1,0,0,1,29,0,3,1,0,0,0
2956,Yes,0,0,0,0,0,1,0,1,1,71,0,2,1,1,1,0
2959,No,0,0,0,1,0,0,0,0,0,33,0,2,0,0,1,0
2960,Yes,0,0,1,0,0,1,0,0,1,25,0,2,1,0,0,0
2963,No,0,0,1,0,0,0,0,0,3,49,0,3,1,1,0,0
2965,Yes,0,0,1,0,1,0,0,1,1,45,1,1,1,0,0,0
2968,Yes,0,0,1,0,0,0,0,1,1,24,0,1,0,0,0,1
2969,No,0,0,0,1,1,0,1,0,2,54,0,4,0,1,1,0
2972,Yes,0,0,0,1,0,0,0,0,1,37,0,3,1,0,1,0
2975,Yes,0,0,1,0,0,0,0,1,2,69,1,3,1,0,0,1
2986,No,0,1,0,0,0,0,0,0,1,62,0,3,1,0,0,0
2991,Yes,0,0,1,0,1,0,1,0,2,67,0,5,1,1,0,1
2993,Yes,0,0,0,1,0,0,0,0,2,40,1,4,1,0,0,1
2999,No,0,0,0,1,0,0,0,0,1,42,0,2,1,0,1,0
3000,Yes,1,0,0,0,0,0,0,0,2,40,0,3,0,0,0,0
3003,No,0,0,1,0,0,0,1,0,2,27,0,3,1,0,0,0
3005,Yes,0,0,0,1,0,0,0,0,1,80,0,2,1,1,0,1
3010,Yes,1,0,0,0,0,0,0,0,0,56,0,3,0,0,1,0
3023,No,0,0,0,1,0,0,0,0,2,37,0,3,1,0,0,0
3024,Yes,0,0,0,1,0,1,0,1,2,47,1,3,0,0,0,0
3027,Yes,0,0,0,0,0,0,0,0,1,29,1,2,1,0,1,0
3028,Yes,0,0,1,0,1,0,1,0,2,70,0,3,1,0,0,1
3031,No,0,0,1,0,0,0,0,0,1,37,0,2,1,0,0,1
3032,Yes,0,0,0,1,0,1,0,1,2,30,0,2,1,0,0,1
3040,No,0,0,0,1,1,0,1,0,1,52,1,3,1,1,0,0
3045,Yes,0,0,0,0,0,0,0,0,1,75,0,2,1,0,1,0
3047,No,0,0,1,0,1,0,0,0,1,54,1,1,1,1,0,0
3051,No,0,0,0,0,0,1,1,0,1,31,0,5,1,0,1,0
3056,Yes,0,0,0,0,0,0,0,0,1,65,0,2,1,1,0,0
3066,Yes,0,0,1,0,0,1,0,1,0,25,0,1,1,0,1,0
3067,Yes,0,0,1,0,0,0,0,0,1,47,1,2,1,0,1,0
3069,Yes,0,0,1,0,0,0,0,1,1,46,1,3,1,1,0,1
3074,Yes,0,0,0,1,0,0,0,0,1,58,1,0,1,0,1,0
3078,No,0,0,0,1,1,0,0,0,1,69,0,2,1,0,0,0
3082,Yes,0,0,1,0,0,1,0,0,1,36,0,3,1,1,0,0
3084,Yes,0,0,0,1,1,0,0,0,2,61,0,3,1,1,0,1
3092,No,1,0,0,0,0,1,0,0,1,79,0,4,1,0,0,0
3097,No,0,0,0,1,0,0,0,1,2,59,1,1,1,0,0,0
3100,No,0,0,0,1,1,0,1,0,2,27,0,3,1,0,0,0
3102,Yes,0,0,1,0,0,0,0,0,1,45,0,1,1,0,1,0
3112,No,0,0,0,0,0,0,0,0,1,47,0,3,1,0,0,0
3116,No,0,0,0,1,0,1,0,1,1,75,1,3,1,0,1,0
3118,Yes,0,0,0,1,1,0,1,0,1,52,1,3,1,0,0,0
3123,Yes,0,0,1,0,0,0,0,0,4,33,0,4,1,0,0,0
3125,No,0,0,0,0,0,0,0,0,3,25,0,3,0,1,1,0
3140,No,1,0,0,0,0,0,0,0,2,40,0,2,1,0,0,1
3141,Yes,0,0,1,0,0,0,0,0,1,42,0,3,1,0,0,1
3150,No,0,0,1,0,0,0,0,1,0,36,0,1,1,1,0,0
3154,No,0,0,0,1,0,0,0,0,1,42,0,2,1,0,0,0
3160,No,0,1,0,0,0,0,0,0,1,30,1,4,1,0,0,0
3163,Yes,0,0,1,0,1,0,1,0,2,38,1,4,1,0,0,1
3164,Yes,0,0,0,1,0,0,0,0,2,70,0,3,1,0,0,0
3166,No,0,0,0,0,0,0,0,0,2,37,0,4,1,0,0,0
3167,Yes,0,0,0,1,0,0,0,0,4,46,0,4,1,0,0,1
3188,No,0,0,1,0,0,1,0,0,1,55,0,3,1,1,0,0
3193,Yes,0,0,0,1,1,0,0,1,1,29,0,3,0,0,0,1
3195,No,1,0,0,0,1,0,0,1,3,36,0,2,0,0,0,0
3196,Yes,0,0,1,0,0,0,0,0,1,34,0,3,0,0,0,0
3198,Yes,0,0,0,1,0,0,0,0,1,64,0,2,1,1,1,0
3199,No,0,0,0,1,0,0,0,0,1,48,0,5,0,0,0,1
3200,No,0,0,0,1,1,0,1,0,1,54,1,3,1,0,0,0
3205,No,1,0,0,0,0,0,0,1,1,33,0,2,1,0,1,0
3223,Yes,0,0,1,0,0,1,0,0,1,36,0,2,0,0,0,0
3234,No,0,0,0,0,0,0,0,0,1,55,1,1,1,0,1,0
3237,No,0,0,0,1,0,1,0,0,1,48,1,3,1,0,0,0
3241,No,0,0,1,0,0,1,0,1,2,29,0,3,1,1,0,0
3243,Yes,0,0,0,0,0,0,0,0,1,50,0,2,1,1,0,0
3246,Yes,0,0,1,0,0,0,1,0,1,58,1,3,1,0,0,0
3257,Yes,1,0,0,0,0,0,0,0,1,77,0,2,1,0,0,0
3258,No,0,0,0,0,0,0,0,0,1,71,0,3,1,0,0,0
3265,Yes,0,0,0,0,0,0,0,0,4,32,0,5,1,1,0,0
3266,No,0,1,0,0,1,0,1,0,1,43,0,2,0,0,0,0
3269,Yes,0,0,0,1,0,0,0,0,1,75,0,2,1,0,1,0
3271,No,0,0,1,0,1,0,1,0,1,53,0,3,1,0,0,0
3273,Yes,0,0,1,0,0,1,0,1,1,52,1,4,0,0,0,1
3281,Yes,0,0,0,0,0,1,0,1,0,44,1,4,0,0,1,0
3286,Yes,0,1,0,0,0,0,0,0,2,47,1,4,0,0,0,0
3288,No,0,0,0,1,1,0,1,0,0,32,1,2,0,0,1,0
3304,Yes,0,0,1,0,0,1,0,1,2,38,1,4,0,0,0,0
3311,No,0,0,0,1,0,1,0,0,1,63,0,4,1,0,0,0
3313,Yes,0,0,0,1,0,0,0,0,1,63,0,2,1,0,0,0
3324,Yes,0,0,1,0,0,0,0,0,1,67,0,3,1,0,0,0
3325,No,0,0,0,0,0,0,0,0,1,61,1,1,1,1,0,0
3326,Yes,0,0,1,0,0,0,0,0,3,29,1,5,1,0,0,0
3331,No,0,0,0,1,0,0,0,0,2,61,0,2,1,0,1,0
3333,No,0,0,0,1,1,0,1,0,2,66,0,3,1,0,0,1
3337,No,0,0,1,0,0,1,0,1,3,65,0,4,1,0,0,0
3347,Yes,0,0,1,0,0,0,0,0,1,53,1,1,1,0,0,1
3351,Yes,0,0,1,0,0,0,1,0,1,55,1,3,0,1,0,1
3354,No,1,0,0,0,0,0,0,0,3,50,0,2,1,0,0,0
3361,Yes,0,0,0,0,0,0,0,0,1,71,0,3,0,0,0,0
3375,Yes,0,0,0,0,0,0,0,0,2,72,1,4,1,1,0,1
3381,Yes,0,0,0,1,0,0,0,0,1,77,0,2,1,0,0,0
3398,No,0,0,0,0,0,0,0,0,2,71,1,3,1,0,0,0
3402,No,0,1,0,0,0,1,0,0,3,44,1,5,1,0,0,1
3407,No,0,0,1,0,0,1,0,1,2,46,1,4,1,1,0,0
3412,No,0,1,0,0,0,0,0,0,3,37,1,3,1,0,0,1
3422,Yes,0,0,1,0,0,0,1,0,1,45,0,3,1,1,0,1
3425,No,0,0,0,1,0,1,0,0,2,52,0,2,1,1,1,0
3427,Yes,0,1,0,0,0,0,0,0,1,42,1,3,1,0,0,1
3440,Yes,0,0,1,0,0,0,0,0,2,57,0,3,1,1,0,0
3441,No,0,0,0,1,0,0,0,0,0,46,1,2,0,0,1,0
3445,No,0,0,1,0,1,0,1,0,2,63,0,2,1,0,0,0
3452,Yes,0,0,0,0,0,0,1,0,2,60,1,3,1,0,0,0
3453,No,0,0,0,1,0,1,1,0,1,68,1,3,1,0,0,0
3456,Yes,0,0,0,1,0,0,1,0,1,40,0,2,1,0,0,0
3462,No,0,0,0,1,0,0,0,0,1,69,0,3,1,0,0,1
3464,No,0,0,0,1,0,0,0,0,2,36,0,4,0,0,0,0
3467,No,0,0,0,0,0,0,0,0,1,65,1,1,1,0,1,0
3482,Yes,0,0,0,0,0,1,0,1,3,55,1,3,1,0,0,1
3499,No,0,0,0,1,1,0,0,0,1,50,0,1,1,0,0,0
3504,No,0,0,0,1,0,1,0,0,1,31,0,2,1,0,1,0
3506,Yes,0,0,0,1,0,0,1,0,2,58,0,3,1,0,0,0
3509,Yes,0,0,1,0,0,0,0,0,3,60,1,4,1,1,0,0
3510,Yes,0,0,0,1,0,0,0,0,2,61,1,3,1,1,0,1
3511,No,0,0,0,1,0,0,0,1,1,62,1,5,1,0,0,0
3513,Yes,0,1,0,0,1,0,1,0,3,44,1,4,1,0,0,1
3521,Yes,0,0,1,0,0,0,0,1,2,69,0,4,0,1,0,1
3522,No,1,0,0,0,0,0,0,0,2,35,0,4,1,0,0,0
3525,Yes,0,1,0,0,0,1,0,1,1,37,1,3,0,0,0,0
3528,No,0,0,1,0,0,0,0,0,0,51,0,0,0,0,0,0
3544,Yes,0,0,1,0,0,1,0,1,2,38,0,4,1,1,0,0
3545,Yes,1,0,0,0,0,0,0,0,2,36,0,3,1,0,0,0
3549,No,0,0,0,0,0,0,0,0,1,59,1,3,1,0,0,1
3553,Yes,0,0,1,0,0,0,1,0,2,54,1,4,1,0,0,1
3560,Yes,0,0,1,0,0,0,0,0,2,47,0,4,1,0,0,0
3561,No,0,0,1,0,0,0,0,0,2,64,0,3,1,0,0,1
3572,No,0,0,0,1,0,1,0,0,1,68,0,1,1,0,0,0
3576,No,0,0,0,0,1,0,0,0,1,46,0,3,1,0,0,0
3581,Yes,0,0,1,0,0,0,0,0,1,34,1,3,1,1,0,1
3584,No,1,0,0,0,0,0,0,0,2,31,0,1,1,0,0,1
3591,Yes,0,0,1,0,0,0,0,0,1,35,1,4,1,1,0,1
3593,Yes,0,0,0,1,0,0,0,0,1,42,0,3,1,0,0,0
3601,No,0,0,0,1,0,0,0,0,4,57,0,3,1,0,0,1
3617,Yes,0,0,0,0,0,0,0,0,1,61,0,3,1,0,0,0
3621,No,0,0,0,1,0,0,0,0,2,70,1,3,1,0,0,0
3624,Yes,0,0,1,0,1,0,0,1,1,34,0,3,1,0,0,1
3625,No,0,0,1,0,0,1,0,0,1,31,0,3,1,0,0,1
3628,No,0,1,0,0,0,0,0,0,1,50,1,3,0,0,0,0
3638,No,1,0,0,0,1,0,1,0,3,20,0,3,1,0,0,1
3654,No,0,0,1,0,1,0,0,0,2,42,0,3,1,0,0,0
3656,Yes,0,0,1,0,0,0,0,0,2,33,0,3,1,0,0,1
3657,Yes,0,0,0,0,1,0,1,0,4,56,1,3,1,0,0,1
3664,Yes,1,0,0,0,0,0,0,0,2,44,0,4,1,0,0,0
3677,Yes,0,0,1,0,1,0,1,0,2,59,1,4,1,1,0,1
3689,Yes,0,0,0,1,0,0,0,0,2,71,1,4,1,1,0,0
3690,No,0,1,0,0,0,0,0,0,0,38,1,4,1,0,0,0
3693,Yes,0,0,1,0,0,0,0,0,2,69,1,5,1,1,0,1
3702,Yes,0,0,0,0,0,1,0,1,1,56,0,3,1,0,1,0
3704,Yes,0,0,1,0,1,0,0,0,2,37,1,3,1,0,0,1
3706,Yes,0,0,0,1,0,0,0,0,1,32,0,3,1,0,0,0
3708,No,0,0,1,0,1,0,1,0,2,58,0,3,1,0,0,0
3710,Yes,0,0,0,1,0,0,0,0,2,63,1,4,1,1,0,1
3714,No,1,0,0,0,0,0,0,0,1,62,1,3,1,0,0,0
3730,No,0,1,0,0,0,1,0,1,2,57,1,2,1,0,0,0
3733,Yes,0,0,1,0,0,0,0,0,2,34,0,3,1,1,0,1
3735,No,0,0,0,0,0,0,0,0,1,39,0,1,1,0,1,0
3738,No,1,0,0,0,1,0,1,0,1,70,0,3,1,0,1,0
3741,No,0,0,1,0,0,0,0,0,2,76,0,4,1,0,0,0
3747,No,0,0,1,0,0,1,0,1,1,71,0,2,1,1,0,0
3750,No,0,0,1,0,1,0,1,0,1,61,1,1,1,0,0,1
3752,No,0,0,0,0,0,1,0,0,1,61,0,2,1,0,1,0
3759,Yes,0,0,1,0,0,0,0,0,2,40,1,3,1,1,0,0
3762,No,0,0,1,0,0,0,0,0,2,46,0,4,1,0,0,0
3768,No,1,0,0,0,0,0,0,0,2,54,0,3,1,0,0,0
3779,Yes,0,0,1,0,0,1,1,0,2,45,1,4,1,0,0,1
3785,Yes,0,0,1,0,0,0,0,0,2,39,1,4,0,0,0,0
3801,Yes,0,0,1,0,1,0,1,0,2,40,1,4,0,1,0,1
3802,No,0,0,0,1,0,1,0,0,1,62,1,4,0,0,0,1
3804,No,1,0,0,0,0,0,1,0,1,52,1,1,0,0,0,0
3805,Yes,0,0,0,1,0,1,0,1,1,54,0,2,1,0,0,0
3814,No,0,0,1,0,0,0,0,1,1,50,0,3,1,0,0,0
3819,Yes,1,0,0,0,0,0,0,0,4,28,0,4,1,0,0,0
3821,No,0,0,0,1,1,0,0,0,0,20,0,1,0,0,1,0
3823,Yes,0,0,0,1,0,0,0,0,1,55,1,3,0,0,0,1
3824,Yes,0,0,1,0,0,1,0,1,1,70,0,2,1,1,0,0
3825,Yes,0,0,1,0,0,0,1,0,2,35,1,4,1,0,0,1
3830,Yes,0,0,0,0,0,0,0,0,0,29,0,1,1,0,1,0
3834,No,0,0,0,1,0,0,0,0,1,61,0,3,1,0,1,0
3851,No,0,0,1,0,1,0,1,0,1,25,0,2,1,0,0,0
3852,Yes,0,0,1,0,1,0,1,0,2,38,1,4,1,1,0,1
3857,No,0,0,0,0,0,0,0,0,2,73,0,3,1,0,0,0
3859,No,0,0,0,1,1,0,1,0,2,32,0,3,1,0,0,0
3867,No,0,0,0,1,0,0,0,1,2,67,0,1,0,0,1,0
3872,No,0,0,0,1,0,1,0,1,4,27,0,4,0,0,1,0
3876,Yes,0,0,1,0,0,0,0,0,1,30,0,3,0,0,0,0
3882,Yes,0,0,0,1,0,0,0,0,3,55,0,3,1,0,0,1
3903,No,0,0,1,0,0,0,0,0,2,52,0,3,1,0,0,0
3909,Yes,0,0,0,0,0,0,0,0,2,69,1,3,1,0,0,1
3919,No,1,0,0,0,0,0,0,0,1,50,0,4,1,0,0,0
3947,Yes,0,0,1,0,0,1,0,1,2,60,1,3,1,1,0,1
3949,No,0,0,0,1,1,0,0,1,3,20,0,3,1,0,0,1
3951,Yes,0,0,1,0,0,0,0,0,0,73,1,2,1,0,0,0
3963,Yes,0,0,1,0,1,0,0,0,1,46,1,3,1,0,0,0
3964,Yes,0,0,1,0,0,0,0,0,2,74,1,2,0,1,0,1
3967,No,0,0,0,1,0,0,0,0,1,53,0,3,1,0,1,0
3969,No,0,1,0,0,1,0,1,0,1,57,1,2,1,0,1,0
3970,Yes,1,0,0,0,0,0,0,1,1,42,0,2,0,0,1,0
3973,No,0,0,0,1,0,0,0,0,2,66,0,2,0,0,0,0
3975,Yes,1,0,0,0,0,0,0,1,1,63,0,2,1,0,0,0
3977,Yes,1,0,0,0,0,1,0,0,1,50,0,3,1,1,0,0
3984,Yes,0,0,0,0,0,0,0,0,1,36,0,3,1,0,1,0
3985,Yes,0,0,0,1,0,1,1,0,1,52,0,4,1,0,0,0
3986,No,0,0,0,1,0,0,0,0,2,63,1,3,0,0,0,1
3990,Yes,0,1,0,0,0,0,0,1,2,39,1,4,1,1,0,1
3994,No,0,0,0,1,1,0,0,0,1,72,0,1,1,1,0,0
3997,Yes,0,0,0,0,0,0,0,0,2,28,0,0,1,0,0,0
4006,No,0,0,1,0,1,0,1,0,1,81,1,3,1,0,0,0
4007,Yes,0,0,1,0,0,0,0,0,2,54,0,2,1,0,0,0
4009,No,1,0,0,0,0,0,0,0,3,65,0,3,1,0,0,1
4011,Yes,0,0,1,0,1,0,0,0,1,37,0,2,1,1,0,0
4015,No,0,0,1,0,1,0,0,1,1,66,1,1,1,1,0,1
4016,No,0,0,0,1,0,0,0,0,2,62,0,3,1,0,0,1
4027,Yes,0,1,0,0,0,1,0,0,2,36,1,2,1,1,0,1
4029,Yes,0,0,0,1,0,0,0,0,0,27,0,1,1,0,0,1
4036,Yes,0,0,0,1,0,0,0,0,1,63,1,1,1,1,1,0
4037,Yes,0,0,0,1,0,0,1,0,2,26,0,2,1,0,0,0
4050,Yes,0,0,0,1,0,0,0,0,1,63,0,1,1,0,1,0
4057,Yes,0,0,1,0,0,0,0,0,2,33,0,3,1,1,0,1
4060,Yes,0,0,0,1,0,0,0,0,2,39,1,3,1,1,0,0
4061,Yes,0,0,1,0,0,0,1,0,2,36,1,2,1,1,0,1
4063,No,0,0,0,1,0,0,0,0,2,34,0,3,1,0,1,0
4068,Yes,1,0,0,0,0,0,0,0,1,71,0,3,1,0,0,0
4080,Yes,0,0,0,1,0,0,0,1,2,28,0,1,1,0,0,0
4084,No,0,0,0,1,0,1,0,0,3,34,0,3,1,0,0,0
4086,No,1,0,0,0,1,0,0,0,2,62,0,3,1,0,0,0
4099,No,0,0,0,0,0,0,0,0,1,25,0,3,1,0,1,0
4112,Yes,0,0,0,1,1,0,0,0,2,28,1,5,0,0,0,0
4114,No,0,0,0,1,0,0,0,0,3,43,0,5,1,0,0,1
4116,Yes,0,0,0,1,1,0,1,0,2,44,1,2,0,0,0,0
4118,No,0,0,0,1,1,0,0,1,1,24,0,2,1,0,0,0
4121,No,0,0,0,0,0,1,1,0,2,68,0,3,1,0,0,0
4124,No,0,0,0,1,0,0,0,0,2,25,0,4,0,0,0,0
4125,No,0,0,1,0,0,0,1,0,3,43,0,3,1,0,0,0
4132,Yes,1,0,0,0,1,0,1,0,2,34,0,3,1,0,1,0
4142,Yes,0,0,1,0,1,0,0,0,2,35,1,3,1,0,0,1
4154,Yes,1,0,0,0,0,1,0,1,1,39,0,1,1,0,1,0
4157,No,0,0,0,1,0,1,0,0,1,83,1,1,1,1,0,1
4194,Yes,0,0,0,0,0,1,0,1,3,20,0,3,0,0,0,0
4203,No,1,0,0,0,1,0,0,0,1,44,0,3,1,0,0,0
4207,No,0,0,0,1,0,0,0,0,1,63,0,1,1,0,0,0
4215,Yes,0,0,1,0,0,0,0,0,1,38,0,2,1,1,0,0
4224,Yes,0,0,1,0,0,0,0,0,4,56,0,5,1,1,0,0
4225,Yes,0,0,0,0,0,1,0,1,2,35,0,3,1,0,0,1
4256,No,0,0,1,0,0,0,0,0,1,66,0,4,1,1,0,0
4257,No,0,0,1,0,0,0,1,0,2,51,1,3,1,1,0,0
4260,No,0,0,0,1,0,0,0,0,2,33,0,3,1,0,0,1
4273,Yes,0,0,0,1,0,0,1,0,2,42,1,4,1,1,0,1
4277,No,0,0,0,1,1,0,0,0,1,59,0,3,1,0,0,0
4281,Yes,0,1,0,0,0,1,1,0,2,35,1,3,1,1,0,1
4285,No,0,1,0,0,0,0,0,0,2,62,1,3,1,0,0,1
4290,No,0,0,0,0,0,0,0,0,1,34,0,1,1,0,1,0
4297,Yes,0,0,1,0,0,0,1,0,2,57,1,3,1,1,0,1
4298,No,0,0,1,0,0,0,0,0,1,35,1,3,1,1,0,0
4304,No,0,0,0,1,0,0,1,0,1,59,0,3,1,0,0,1
4320,No,1,0,0,0,0,0,0,0,2,57,0,3,1,0,0,1
4321,No,0,0,1,0,0,0,0,0,3,27,0,2,1,1,0,1
4330,No,0,0,0,0,0,0,0,0,3,68,1,4,1,0,0,0
4331,No,0,0,0,1,1,0,0,0,1,64,0,2,1,0,1,0
4335,Yes,0,0,1,0,0,1,0,0,3,63,0,4,1,0,0,0
4341,Yes,0,0,1,0,0,1,0,0,1,65,1,3,1,0,0,0
4350,Yes,0,0,0,1,0,1,0,1,0,66,1,3,1,1,0,1
4357,No,0,0,0,0,0,0,0,0,2,59,1,3,1,0,0,0
4361,No,0,0,0,1,0,0,0,0,1,62,0,4,1,1,0,0
4362,Yes,0,0,0,1,0,0,0,1,1,65,0,2,1,0,0,1
4373,No,0,1,0,0,0,1,0,1,2,48,1,2,1,0,0,0
4374,No,0,0,0,1,0,1,0,0,3,39,0,2,1,0,0,1
4381,Yes,1,0,0,0,0,1,0,0,1,42,0,4,0,0,1,0
4384,Yes,0,0,1,0,0,0,0,0,1,40,0,0,0,0,1,0
4388,Yes,0,0,1,0,1,0,0,0,2,40,0,4,1,0,0,1
4393,Yes,0,0,1,0,0,0,0,0,1,48,0,2,0,0,0,1
4403,Yes,0,0,1,0,1,0,0,0,2,51,1,3,1,1,0,1
4419,No,1,0,0,0,0,0,0,0,2,51,0,3,1,0,0,0
4420,No,0,0,0,1,0,0,0,0,2,45,0,4,1,0,0,1
4426,Yes,0,0,1,0,0,1,1,0,1,30,0,4,1,0,0,1
4436,Yes,0,0,0,0,0,0,0,0,1,60,0,2,1,0,0,0
4437,Yes,0,0,0,1,0,0,0,0,1,37,0,2,1,0,0,1
4439,No,0,0,0,1,0,0,0,1,1,51,0,2,1,0,0,0
4447,Yes,0,1,0,0,0,1,0,1,2,45,1,4,1,0,0,1
4448,No,0,0,1,0,1,0,1,0,4,53,0,4,1,0,0,0
4460,No,0,0,0,0,0,1,0,1,2,55,0,4,1,0,1,0
4463,No,0,0,0,1,0,0,0,0,1,59,1,2,1,0,0,0
4464,Yes,0,0,1,0,0,0,1,0,2,40,1,4,1,1,0,1
4471,Yes,0,0,0,1,0,1,0,1,2,30,1,1,1,0,0,0
4474,No,0,0,0,0,0,0,0,0,1,73,0,2,1,0,0,0
4477,Yes,0,0,0,1,0,0,0,1,3,48,0,3,1,0,0,1
4479,Yes,0,0,1,0,1,0,1,0,4,54,0,4,1,0,0,1
4486,No,0,0,0,1,0,0,0,0,2,24,0,4,1,0,0,1
4491,Yes,0,0,0,0,0,0,0,0,1,68,1,2,1,1,1,0
4499,No,0,0,1,0,1,0,1,0,1,65,1,3,1,0,0,0
4501,No,0,0,0,1,0,0,0,0,1,72,1,1,1,1,1,0
4514,Yes,0,0,0,1,0,0,0,0,1,40,1,1,1,0,1,0
4515,No,0,0,0,0,0,0,0,0,2,71,0,3,1,0,1,0
4518,Yes,0,1,0,0,1,0,0,0,2,58,1,3,1,0,0,0
4520,Yes,0,0,0,1,0,1,0,1,1,25,0,1,1,0,0,0
4529,No,0,0,1,0,0,0,0,0,1,70,1,0,1,0,0,0
4536,No,1,0,0,0,0,0,1,0,2,58,0,3,1,0,0,1
4540,No,0,0,1,0,0,0,0,0,2,71,0,4,1,1,0,0
4550,No,0,0,1,0,1,0,0,0,2,58,0,2,1,0,0,1
4564,Yes,0,0,1,0,1,0,1,0,2,65,0,3,0,0,0,1
4573,No,0,0,0,1,0,0,0,0,1,30,0,4,1,0,1,0
4574,No,1,0,0,0,0,0,0,0,1,49,0,3,1,0,0,0
4575,No,0,1,0,0,1,0,0,1,2,33,1,5,1,0,0,1
4578,Yes,0,0,1,0,1,0,1,0,0,47,0,1,0,1,0,1
4581,No,0,0,1,0,0,1,0,0,3,29,0,4,1,1,0,1
4582,No,0,1,0,0,0,0,0,0,2,52,0,2,1,0,0,0
4587,Yes,0,0,1,0,0,1,0,1,0,73,0,2,1,0,1,0
4589,No,0,0,0,1,0,1,0,1,3,58,1,4,1,1,0,1
4593,No,0,0,0,1,0,1,0,1,4,59,0,3,1,0,0,1
4601,Yes,0,0,1,0,0,0,0,0,2,56,1,3,1,0,0,0
4613,Yes,0,0,0,1,1,0,1,0,2,66,0,4,1,1,0,1
4618,Yes,0,0,1,0,0,1,0,1,1,73,0,3,1,1,0,0
4622,No,0,0,0,0,0,0,0,0,2,53,1,3,1,0,1,0
4626,Yes,0,0,1,0,1,0,0,1,1,34,0,4,0,0,0,0
4630,No,0,0,0,1,0,0,0,0,1,22,0,4,1,0,1,0
4632,Yes,0,0,0,1,0,1,0,1,2,44,0,3,1,0,0,1
4641,No,0,0,0,0,0,0,0,0,2,20,0,3,1,0,0,1
4647,Yes,0,0,1,0,0,0,0,0,1,37,1,4,1,0,0,1
4649,No,0,0,0,1,0,0,0,0,1,25,0,1,1,0,1,0
4665,Yes,0,0,0,0,0,1,0,1,1,24,0,2,1,0,1,0
4666,No,1,0,0,0,0,0,0,0,1,27,0,2,0,1,1,0
4669,No,0,0,0,0,0,1,1,0,0,68,0,2,1,0,0,0
4670,No,0,0,1,0,0,0,0,0,2,30,0,1,0,0,0,0
4672,Yes,0,0,0,1,0,0,0,1,1,25,1,2,0,0,0,0
4682,No,0,1,0,0,1,0,0,0,3,57,1,3,1,0,0,0
4684,No,0,0,0,1,0,0,0,0,1,58,0,2,1,0,1,0
4686,Yes,0,0,1,0,1,0,0,1,1,65,0,0,1,1,0,0
4691,No,0,0,0,1,1,0,1,0,2,31,0,4,1,0,0,1
4699,No,0,0,1,0,1,0,1,0,3,34,0,4,1,0,0,0
4701,No,0,0,0,1,0,0,0,0,0,63,0,2,1,0,1,0
4703,No,1,0,0,0,0,0,0,0,1,53,0,2,1,0,0,0
4706,Yes,0,0,1,0,0,0,0,0,2,64,1,3,1,1,0,1
4711,Yes,0,0,1,0,1,0,1,0,2,33,0,3,1,1,0,1
4715,No,0,0,1,0,0,0,0,0,1,69,0,4,1,0,0,0
4718,No,0,0,1,0,0,0,0,0,2,67,1,3,1,0,0,1
4727,Yes,0,0,1,0,1,0,1,0,2,37,1,4,1,0,0,1
4731,No,0,0,0,1,0,1,0,1,2,62,1,3,1,0,0,1
4737,Yes,0,0,1,0,1,0,0,1,2,64,0,3,1,0,0,1
4739,Yes,0,0,0,0,0,1,0,1,1,66,0,3,1,0,0,0
4740,No,0,0,0,1,1,0,0,0,2,58,0,3,1,0,0,1
4745,Yes,0,0,1,0,1,0,0,0,1,60,0,2,1,0,0,0
4748,No,0,0,0,1,0,0,0,0,3,66,0,3,1,0,0,1
4749,Yes,0,0,1,0,0,1,0,0,1,50,0,3,0,0,0,0
4753,Yes,0,0,1,0,0,0,0,0,1,42,0,3,1,1,0,0
4765,Yes,0,0,1,0,0,0,0,1,2,36,0,3,1,1,0,1
4766,No,0,0,1,0,1,0,0,1,2,60,1,3,1,1,0,1
4773,Yes,0,0,0,1,1,0,1,0,3,52,0,4,0,0,0,0
4778,No,0,0,1,0,0,1,0,1,1,23,0,1,1,0,0,0
4782,No,0,0,1,0,0,0,1,0,2,35,1,2,1,0,1,0
4784,No,0,0,0,1,0,0,0,0,2,50,1,2,1,0,0,0
4791,Yes,0,0,1,0,0,0,1,0,2,43,0,2,1,1,0,0
4798,Yes,0,0,0,0,0,0,0,0,2,73,1,3,1,0,1,0
